Fri Nov  9 18:34:40 2018 451785393757102 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 18:34:40 2018 451785393757102 : CMPCTBLKHASH - 00000000000000000002ab84ca0634c4eebae98f471b5f49faa07c82f42e94db
Fri Nov  9 18:34:40 2018 451785397117914 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/132_cmpctblock.txt file created
Fri Nov  9 18:34:40 2018 451785397125446 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/132_mempoolFile.txt
Fri Nov  9 18:34:40 2018 451785452799350 : SUCCESSCMPCT - no missing transactions for cmpctblock #132
Fri Nov  9 18:34:40 2018 451785457227648 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:07:09 2018 453734278767322 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:07:09 2018 453734278767322 : CMPCTBLKHASH - 000000000000000000073a7f61153bfd59b5277e1722a6ec551112021e75a073
Fri Nov  9 19:07:09 2018 453734281173856 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/133_cmpctblock.txt file created
Fri Nov  9 19:07:09 2018 453734281181519 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/133_mempoolFile.txt
Fri Nov  9 19:07:09 2018 453734335118454 : SUCCESSCMPCT - no missing transactions for cmpctblock #133
Fri Nov  9 19:07:09 2018 453734338412951 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:11:48 2018 454013393333816 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:11:48 2018 454013393333816 : CMPCTBLKHASH - 0000000000000000001be1865dc73845ff87e25c5c6a9319a1d5195407e81420
Fri Nov  9 19:11:48 2018 454013396689470 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/134_cmpctblock.txt file created
Fri Nov  9 19:11:48 2018 454013396696091 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/134_mempoolFile.txt
Fri Nov  9 19:11:48 2018 454013447260097 : SUCCESSCMPCT - no missing transactions for cmpctblock #134
Fri Nov  9 19:11:48 2018 454013452157048 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:19:44 2018 454489109642026 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:19:44 2018 454489109642026 : CMPCTBLKHASH - 0000000000000000001715553ebc1e9fe67dbbb38b4cbad9c41e8de2e71663bc
Fri Nov  9 19:19:44 2018 454489112861998 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/135_cmpctblock.txt file created
Fri Nov  9 19:19:44 2018 454489112869777 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/135_mempoolFile.txt
Fri Nov  9 19:19:44 2018 454489159066528 : SUCCESSCMPCT - no missing transactions for cmpctblock #135
Fri Nov  9 19:19:44 2018 454489160437531 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:23:56 2018 454741059592248 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:23:56 2018 454741059592248 : CMPCTBLKHASH - 0000000000000000001b25c49a8531d863d0aa2752f8ed841761ed4e77140b01
Fri Nov  9 19:23:56 2018 454741074466647 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/136_cmpctblock.txt file created
Fri Nov  9 19:23:56 2018 454741074509966 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/136_mempoolFile.txt
Fri Nov  9 19:23:56 2018 454741134682746 : SUCCESSCMPCT - no missing transactions for cmpctblock #136
Fri Nov  9 19:23:56 2018 454741138545224 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:36:25 2018 455489924759397 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:36:25 2018 455489924759397 : CMPCTBLKHASH - 0000000000000000001a6204a19aba36353b67b5ac9850dd46c57d48b5f11483
Fri Nov  9 19:36:25 2018 455489927432805 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/137_cmpctblock.txt file created
Fri Nov  9 19:36:25 2018 455489927439187 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/137_mempoolFile.txt
Fri Nov  9 19:36:25 2018 455489971489922 : SUCCESSCMPCT - no missing transactions for cmpctblock #137
Fri Nov  9 19:36:25 2018 455489975133143 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 19:49:56 2018 456301006464674 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 19:49:56 2018 456301006464674 : CMPCTBLKHASH - 0000000000000000001a3ae15da8c44383b274e9e0a921ef8fbca5a5b3095c58
Fri Nov  9 19:49:56 2018 456301009224540 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/138_cmpctblock.txt file created
Fri Nov  9 19:49:56 2018 456301009231725 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/138_mempoolFile.txt
Fri Nov  9 19:49:56 2018 456301052970440 : SUCCESSCMPCT - no missing transactions for cmpctblock #138
Fri Nov  9 19:49:56 2018 456301055674408 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 20:03:16 2018 457101281671448 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 20:03:16 2018 457101281671448 : CMPCTBLKHASH - 0000000000000000000a9e097522291cd04e1e329679ce814a28d05eb329d823
Fri Nov  9 20:03:16 2018 457101285135187 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/139_cmpctblock.txt file created
Fri Nov  9 20:03:16 2018 457101285143091 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/139_mempoolFile.txt
Fri Nov  9 20:03:16 2018 457101329259347 : SUCCESSCMPCT - no missing transactions for cmpctblock #139
Fri Nov  9 20:03:16 2018 457101334906759 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 20:24:20 2018 458364649909941 : CMPCTRECIVED - compact block received from 18.196.9.196:8333
Fri Nov  9 20:24:20 2018 458364649909941 : CMPCTBLKHASH - 00000000000000000007973dc1342ddc4c2362bba6071a16b1bc0e1c992016e4
Fri Nov  9 20:24:20 2018 458364652879008 : CMPCTSAVED - /home/node011/.bitcoin/expLogFiles/140_cmpctblock.txt file created
Fri Nov  9 20:24:20 2018 458364652885906 : DMPMEMPOOL --- Dumping mempool to file: /home/node011/.bitcoin/expLogFiles/140_mempoolFile.txt
Fri Nov  9 20:24:20 2018 458364697707914 : SUCCESSCMPCT - no missing transactions for cmpctblock #140
Fri Nov  9 20:24:20 2018 458364701685287 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
