Fri Nov  9 23:08:49 2018 1499997703364164 : SUCCESSCMPCT - no missing transactions for cmpctblock #1717
Fri Nov  9 23:08:49 2018 1499997707141146 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 23:09:52 2018 1500061256344411 : CMPCTRECIVED - compact block received from 104.248.38.208:8333
Fri Nov  9 23:09:52 2018 1500061256344411 : CMPCTBLKHASH - 00000000000000000008006d60096b13fea1c627c73ef0f1229e4d40e238fe80
Fri Nov  9 23:09:52 2018 1500061260074374 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1718_cmpctblock.txt file created
Fri Nov  9 23:09:52 2018 1500061260081293 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1718_mempoolFile.txt
Fri Nov  9 23:09:52 2018 1500061317384678 : SUCCESSCMPCT - no missing transactions for cmpctblock #1718
Fri Nov  9 23:09:52 2018 1500061322381280 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 23:22:31 2018 1500819770314285 : CMPCTRECIVED - compact block received from 162.209.4.125:8333
Fri Nov  9 23:22:31 2018 1500819770314285 : CMPCTBLKHASH - 00000000000000000004b4a6b55672d196440c1089243f42724eb065abd52c9f
Fri Nov  9 23:22:31 2018 1500819781279837 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1719_cmpctblock.txt file created
Fri Nov  9 23:22:31 2018 1500819781321637 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1719_mempoolFile.txt
Fri Nov  9 23:22:31 2018 1500819873588897 : SUCCESSCMPCT - no missing transactions for cmpctblock #1719
Fri Nov  9 23:22:31 2018 1500819876879756 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 23:30:35 2018 1501304362598270 : CMPCTRECIVED - compact block received from 162.209.4.125:8333
Fri Nov  9 23:30:35 2018 1501304362598270 : CMPCTBLKHASH - 00000000000000000009c5bf62d43ca7bef967eecea3b7989b289e2ca3952e95
Fri Nov  9 23:30:35 2018 1501304370016355 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1720_cmpctblock.txt file created
Fri Nov  9 23:30:35 2018 1501304370048894 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1720_mempoolFile.txt
Fri Nov  9 23:30:35 2018 1501304445358504 : SUCCESSCMPCT - no missing transactions for cmpctblock #1720
Fri Nov  9 23:30:35 2018 1501304447367917 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 23:47:39 2018 1502328385578631 : CMPCTRECIVED - compact block received from 162.209.4.125:8333
Fri Nov  9 23:47:39 2018 1502328385578631 : CMPCTBLKHASH - 000000000000000000045a18be0d7e79fe20364354e2844a120b3e03cb0be151
Fri Nov  9 23:47:39 2018 1502328389548275 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1721_cmpctblock.txt file created
Fri Nov  9 23:47:39 2018 1502328389555019 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1721_mempoolFile.txt
Fri Nov  9 23:47:39 2018 1502328440957708 : SUCCESSCMPCT - no missing transactions for cmpctblock #1721
Fri Nov  9 23:47:39 2018 1502328442250107 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Fri Nov  9 23:53:24 2018 1502673076059472 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Fri Nov  9 23:53:24 2018 1502673076059472 : CMPCTBLKHASH - 0000000000000000001b10974dd4f030e9d43381edcb8dc8c6d85e16cdea7d4b
Fri Nov  9 23:53:24 2018 1502673080921079 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1722_cmpctblock.txt file created
Fri Nov  9 23:53:24 2018 1502673080953564 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1722_mempoolFile.txt
Fri Nov  9 23:53:24 2018 1502673176940187 : SUCCESSCMPCT - no missing transactions for cmpctblock #1722
Fri Nov  9 23:53:24 2018 1502673178308915 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 00:30:10 2018 1504879546379203 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 00:30:10 2018 1504879546379203 : CMPCTBLKHASH - 0000000000000000001e8865baf03ace6be4006d24ac273604a9e41cacb48936
Sat Nov 10 00:30:10 2018 1504879566519544 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1723_cmpctblock.txt file created
Sat Nov 10 00:30:10 2018 1504879566553206 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1723_mempoolFile.txt
Sat Nov 10 00:30:11 2018 1504879640770655 : SUCCESSCMPCT - no missing transactions for cmpctblock #1723
Sat Nov 10 00:30:11 2018 1504879644983930 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 00:50:26 2018 1506094744985988 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 00:50:26 2018 1506094744985988 : CMPCTBLKHASH - 000000000000000000130e671de074b07f025d0fc5598c3142344543dee6aa34
Sat Nov 10 00:50:26 2018 1506094759720071 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1724_cmpctblock.txt file created
Sat Nov 10 00:50:26 2018 1506094759752662 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1724_mempoolFile.txt
Sat Nov 10 00:50:26 2018 1506094836478577 : SUCCESSCMPCT - no missing transactions for cmpctblock #1724
Sat Nov 10 00:50:26 2018 1506094841105213 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 00:51:40 2018 1506168678706057 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 00:51:40 2018 1506168678706057 : CMPCTBLKHASH - 00000000000000000000d25217c5a39e1167edb08a39b7356900c48579cceb8c
Sat Nov 10 00:51:40 2018 1506168693021644 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1725_cmpctblock.txt file created
Sat Nov 10 00:51:40 2018 1506168693056333 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1725_mempoolFile.txt
Sat Nov 10 00:51:40 2018 1506168764479901 : SUCCESSCMPCT - no missing transactions for cmpctblock #1725
Sat Nov 10 00:51:40 2018 1506168768419306 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 00:52:33 2018 1506222074016725 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 00:52:33 2018 1506222074016725 : CMPCTBLKHASH - 000000000000000000257861c87d8152517e68a5fb791c13dfc3a29b9e6aaeae
Sat Nov 10 00:52:33 2018 1506222075262522 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1726_cmpctblock.txt file created
Sat Nov 10 00:52:33 2018 1506222075290434 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1726_mempoolFile.txt
Sat Nov 10 00:52:33 2018 1506222126969965 : FAILCMPCT - getblocktxn message sent for cmpctblock #1726
Sat Nov 10 00:52:33 2018 1506222126969965 : REQSENT - cmpctblock #1726 is missing 1 tx
Sat Nov 10 00:52:33 2018 1506222126969965 : REQSAVED -  /home/node012/.bitcoin/expLogFiles/1726_getblocktxn.txt file created
Sat Nov 10 00:52:33 2018 1506222134493595 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 01:04:22 2018 1506930710329638 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 01:04:22 2018 1506930710329638 : CMPCTBLKHASH - 0000000000000000002270e72df2ac960698d72c951db022ceb75abf3f3007f0
Sat Nov 10 01:04:22 2018 1506930712659296 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1727_cmpctblock.txt file created
Sat Nov 10 01:04:22 2018 1506930712666181 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1727_mempoolFile.txt
Sat Nov 10 01:04:22 2018 1506930767466775 : SUCCESSCMPCT - no missing transactions for cmpctblock #1727
Sat Nov 10 01:04:22 2018 1506930770717089 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 01:18:37 2018 1507785682317365 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 01:18:37 2018 1507785682317365 : CMPCTBLKHASH - 0000000000000000000b084c487fce1b4a5ad5ac98a09f4a9519c3d20940d71b
Sat Nov 10 01:18:37 2018 1507785685452432 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1728_cmpctblock.txt file created
Sat Nov 10 01:18:37 2018 1507785685460372 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1728_mempoolFile.txt
Sat Nov 10 01:18:37 2018 1507785739684841 : SUCCESSCMPCT - no missing transactions for cmpctblock #1728
Sat Nov 10 01:18:37 2018 1507785743215756 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 01:38:42 2018 1508991048184036 : CMPCTRECIVED - compact block received from 104.248.38.208:8333
Sat Nov 10 01:38:42 2018 1508991048184036 : CMPCTBLKHASH - 0000000000000000000b5f5eb3274979610d26812752a8b60a37806329c412f3
Sat Nov 10 01:38:42 2018 1508991051226345 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1729_cmpctblock.txt file created
Sat Nov 10 01:38:42 2018 1508991051232537 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1729_mempoolFile.txt
Sat Nov 10 01:38:42 2018 1508991310054560 : SUCCESSCMPCT - no missing transactions for cmpctblock #1729
Sat Nov 10 01:38:42 2018 1508991312987915 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 01:42:14 2018 1509203595767439 : CMPCTRECIVED - compact block received from 192.241.131.238:48666
Sat Nov 10 01:42:14 2018 1509203595767439 : CMPCTBLKHASH - 00000000000000000007f7bbd8001147dfe38437f543f2047eaf142a632fe185
Sat Nov 10 01:42:14 2018 1509203598484133 : CMPCTSAVED - /home/node012/.bitcoin/expLogFiles/1730_cmpctblock.txt file created
Sat Nov 10 01:42:14 2018 1509203598490868 : DMPMEMPOOL --- Dumping mempool to file: /home/node012/.bitcoin/expLogFiles/1730_mempoolFile.txt
Sat Nov 10 01:42:15 2018 1509203653025310 : FAILCMPCT - getblocktxn message sent for cmpctblock #1730
Sat Nov 10 01:42:15 2018 1509203653025310 : REQSENT - cmpctblock #1730 is missing 3 tx
Sat Nov 10 01:42:15 2018 1509203653025310 : REQSAVED -  /home/node012/.bitcoin/expLogFiles/1730_getblocktxn.txt file created
Sat Nov 10 01:42:15 2018 1509203670668016 : TXNFILLSUCCESS - blocktxn message recived and successfully filled missing TXN
Sat Nov 10 01:49:50 2018 1509659129360728 : CMPCTRECIVED - compact block received from 104.248.38.208:8333
